Kind,Race,Name,Description,Level,Frequency,Difficulty,Challenge,Size,Material,Weight,Speed,Defence,Strategy,Flags,STR,DEX,CON,INT,WIS,CHA
jelly,,clear jelly,,16,1,17,352,medium,vegetable,500,"2,0",20,attack,,10,4,12,1,2,1
jelly,,cyan jelly,"A jelly the colour of glacier ice, cold to the touch and colder still if it touches back.",3,2,4,16,medium,vegetable,500,"1,5",13,attack,,5,4,10,1,2,1
jelly,,green jelly,A jelly that reeks of rot; it dissolves flesh and gear alike to feed itself.,9,1,11,120,medium,vegetable,500,"1,5",16,attack,,9,4,12,1,2,1
jelly,,midnight jelly,A jelly black as a starless sky; things it touches for too long forget how alive they were.,21,1,23,560,medium,vegetable,600,"2,0",20,attack,,14,4,16,1,2,1
jelly,,ochre jelly,,10,2,12,149,medium,vegetable,500,"2,0",18,attack,,8,4,12,1,2,1
jelly,,orange jelly,,8,1,10,100,medium,vegetable,2500,"2,0",15,attack,,8,4,12,1,2,1
jelly,,rancid jelly,,17,1,19,338,medium,vegetable,2500,"2,0",19,attack,,10,4,13,1,2,1
jelly,,red jelly,A jelly that glows faintly like a coal; fire only makes it swell larger and angrier.,13,1,15,230,medium,vegetable,600,"2,0",17,attack,,11,4,14,1,2,1
jelly,,spotted jelly,,6,1,7,42,medium,vegetable,500,"1,5",15,attack,,6,4,11,1,2,1
jelly,,violet jelly,"A jelly the colour of a bruise, faintly crackling; touching it feels like brushing a doorknob after crossing a carpet in winter.",6,2,7,46,medium,vegetable,500,"1,5",16,attack,,6,4,11,1,2,1
jelly,,yellow jelly,,19,1,21,510,medium,vegetable,2500,"2,0",20,attack,,8,4,12,1,2,1
kobold,kobold,jungle kobold,"A kobold camouflaged in mottled green, more comfortable in the canopy than underground; it spits venom from a hollow reed.",10,2,12,138,small,animal,4200,"4,2",17,attack,,10,18,9,8,9,7
kobold,kobold,kobold,"Unfairly characterised as cowardly and weak, these diminutive reptilian creatures overcome their physical limitations by employing vicious and cunning strategies.",0,0,0,0,small,animal,4000,"4,0",10,attack,BASE,10,10,10,10,10,10
kobold,kobold,kobold king,,16,1,17,394,small,animal,5500,"3,3",13,attack,,12,16,12,13,11,12
kobold,kobold,kobold lord,,12,1,13,190,small,animal,5000,"3,7",12,attack,,9,16,10,9,8,9
kobold,kobold,kobold scout,,0,1,1,2,small,animal,4000,"3,7",10,attack,,7,15,9,8,7,8
kobold,kobold,kobold shaman,,2,1,4,17,small,animal,4500,"3,7",13,attack,,4,15,7,14,14,10
kobold,kobold,kobold warrior,,13,1,14,205,small,animal,4500,"3,0",15,attack,,12,16,10,8,7,8
kobold,kobold,large kobold,,1,1,2,7,small,animal,4500,"3,0",10,attack,,9,15,10,7,7,6
kobold,kobold,rock kobold,,10,1,11,87,small,animal,4500,"2,5",10,attack,,7,13,12,8,7,7
kobold,kobold,swamp kobold,,8,1,9,65,small,animal,4500,"2,5",10,attack,,7,15,9,8,7,8
lich,,arch-lich,,25,1,29,815,medium,bone,12000,"2,5",24,attack,,20,14,19,18,17,18
lich,,demilich,,14,1,18,320,medium,bone,12000,"2,5",21,attack,,16,13,15,18,17,17
lich,,dracolich,,30,1,35,1598,gargantuan,bone,67500,"5,0",28,attack,,23,14,21,14,13,17
lich,,lich,,11,1,14,225,medium,bone,12000,"2,5",19,attack,,13,13,12,15,14,15
lich,,master lich,,17,1,21,426,medium,bone,12000,"2,5",23,attack,,18,13,17,16,15,16
lich,,Vecna,,35,0,40,2534,medium,bone,12000,"3,5",25,attack,UNIQUE,23,16,25,24,24,22
light,,black light,,5,2,7,49,small,ether,0,"5,0",16,attack,,4,18,9,1,2,5
light,,blue light,,5,4,5,49,small,ether,0,"5,0",16,attack,,4,18,9,1,2,6
light,,red light,,7,4,7,79,small,ether,0,"5,0",18,attack,,4,18,9,1,2,6
light,,yellow light,,3,4,3,29,small,ether,0,"5,0",14,attack,,4,18,9,1,2,6
lizard,,baby crocodile,,3,1,4,10,medium,animal,2000,"2,0",13,attack,,13,10,11,2,8,5
lizard,,basilisk,,18,1,19,416,large,animal,18000,"2,5",16,attack,,16,8,15,2,8,7
lizard,,chameleon,,9,2,10,74,tiny,animal,1000,"3,7",11,attack,,11,16,12,3,9,8
lizard,,crocodile,,12,1,13,184,large,animal,80000,"3,3",18,attack,,15,10,13,2,10,5
lizard,,gecko,,1,5,2,2,tiny,animal,100,"2,5",12,attack,,2,11,10,1,8,3
lizard,,gila monster,,6,1,8,49,small,animal,500,"2,5",13,attack,,13,12,13,2,8,6
lizard,,iguana,,2,5,3,5,small,animal,2000,"2,5",13,attack,,4,11,10,1,8,3
lizard,,komodo dragon,,21,1,23,652,large,animal,21000,"2,5",19,attack,,18,10,12,2,8,8
lizard,,lizard,,5,5,6,26,tiny,animal,100,"3,7",14,attack,,2,11,10,1,8,3
lizard,,molten gila monster,"A gila monster whose beaded hide glows dull orange along the seams, as if lit from beneath.",8,1,10,92,small,animal,500,"2,5",15,attack,,14,12,14,2,8,6
lizard,,newt,,0,5,1,1,tiny,animal,100,"2,0",12,attack,,2,11,10,1,8,3
lizard,,rhaumbusun,,2,1,4,24,tiny,animal,200,"2,5",15,attack,,14,11,10,2,8,5
lizard,,salamander,,24,1,28,954,medium,animal,15000,"3,7",23,attack,,20,14,15,11,10,10
lizardman,lizardman,lizardman,"Large, omnivorous reptilians whose bestial ancestors dominated the world long before the birth of civilisation. They are fearsome predators, capable of leaping impressive distances and warding off many attacks with their thick scaly hides.",0,0,0,0,large,animal,22000,"4,5",12,attack,BASE,10,10,10,10,10,10
lizardman,lizardman,lizardman berserker,,20,3,22,600,large,animal,24000,"4,5",21,attack,,21,10,20,5,5,5
lizardman,lizardman,lizardman chieftain,,23,1,25,744,large,animal,26000,"4,5",23,attack,,16,14,20,15,13,13
lizardman,lizardman,lizardman mage,,21,2,23,641,large,animal,22000,"4,5",20,attack,,14,12,11,12,14,8
lizardman,lizardman,lizardman samurai,A lizardman who took up a foreign discipline and mastered it. His two blades move faster than his bulk suggests they can.,22,1,24,690,large,animal,25000,"4,5",22,attack,,18,16,19,12,12,10
lizardman,lizardman,lizardman shaman,,18,2,20,481,large,animal,22000,"4,5",19,attack,,14,12,11,10,14,12
lizardman,lizardman,lizardman warrior,,17,4,19,421,large,animal,24000,"4,5",16,attack,,14,14,18,8,7,5
lycanthrope,,jackalwere,,6,1,7,63,medium,animal,18000,"3,7",15,attack,,11,10,14,8,11,16
lycanthrope,,pantherwere,,20,1,22,684,medium,animal,19000,"5,0",18,attack,,18,18,16,9,11,16
lycanthrope,,ratwere,,2,1,3,10,medium,animal,14500,"3,7",10,attack,,10,10,14,6,8,14
lycanthrope,,snakewere,,18,1,19,507,medium,animal,14500,"3,7",18,attack,,12,20,16,9,11,16
lycanthrope,,spiderwere,,15,1,16,347,medium,animal,14500,"3,7",18,attack,,12,16,16,8,10,16
lycanthrope,,tigerwere,,23,1,25,875,medium,animal,21000,"3,7",17,attack,,21,19,17,7,11,16
lycanthrope,,werejackal,,6,1,7,65,medium,animal,18000,"3,7",14,attack,,12,12,14,8,11,16
lycanthrope,,werepanther,,22,1,23,734,medium,animal,19000,"5,0",16,attack,,18,18,16,9,11,16
lycanthrope,,wererat,,2,1,3,10,medium,animal,14500,"3,7",10,attack,,10,10,14,6,8,14
lycanthrope,,weresnake,,19,1,20,537,medium,animal,14500,"3,7",16,attack,,14,14,16,9,11,16
lycanthrope,,werespider,,16,1,17,387,medium,animal,14500,"3,7",15,attack,,12,12,16,8,10,16
lycanthrope,,weretiger,,25,1,27,955,medium,animal,21000,"3,7",18,attack,,20,18,17,7,11,16
lycanthrope,,werewolf,,12,1,13,211,medium,animal,20000,"3,7",10,attack,,14,14,15,8,11,16
lycanthrope,,wolfwere,,12,1,13,198,medium,animal,20000,"3,7",16,attack,,14,10,15,8,11,16
marine,,abyssal shark,"A shark bred to lightless ocean trenches, its eyes filmed over and useless.",20,4,22,560,large,animal,200000,"3,7",22,attack,,23,13,19,3,5,5
marine,,deep one,,16,2,18,418,medium,animal,15000,"2,5",14,attack,,14,16,16,8,12,10
marine,,deeper one,,23,2,26,848,large,animal,20000,"3,7",17,attack,,18,17,19,8,12,12
marine,,deepest one,,30,1,33,1008,huge,animal,30000,"5,0",21,attack,,21,18,22,9,12,14
marine,,electric eel,,7,10,10,67,small,animal,2000,"2,5",21,attack,,12,15,16,4,8,5
marine,,giant crab,,12,10,14,217,huge,animal,70000,"3,7",20,attack,,18,14,13,3,5,4
marine,,giant eel,,14,10,16,305,huge,animal,80000,"2,5",18,attack,,16,14,13,4,8,4
marine,,giant frog,,9,10,11,105,huge,animal,40000,"5,0",13,attack,,12,13,11,2,10,3
marine,,jellyfish,,5,10,7,49,small,animal,800,"2,0",14,attack,,8,11,9,1,3,3
marine,,kraken,,20,10,22,447,huge,animal,300000,"2,0",13,attack,,17,13,18,8,11,15
marine,,Merdude,"Something enormous came up out of the deep water, and the deep water was glad to be rid of it.",34,0,37,1460,huge,animal,45000,"5,0",24,attack,GUARDIAN|UNIQUE,26,20,26,10,14,18
marine,,piranha,,7,10,8,46,small,animal,600,"3,7",16,attack,,13,15,13,3,1,5
marine,,seal,,10,10,12,125,large,animal,88000,"4,0",18,escape,DOMESTIC,20,5,20,5,5,14
marine,,shark,,18,10,20,482,large,animal,200000,"3,7",20,attack,,21,13,18,3,5,5
mercenary,human,abbot,,23,1,18,812,medium,animal,15000,"5,0",14,attack,MERCENARY,14,16,15,12,18,10
mercenary,human,acolyte,,4,1,2,46,medium,animal,15000,"3,7",10,attack,MERCENARY,14,11,12,13,15,14
mercenary,human,air binder,"The second rank, who no longer asks the wind for anything but simply takes it.",20,1,15,597,medium,animal,14500,"4,5",17,attack,MERCENARY,13,19,14,16,14,14
mercenary,human,air maker,"The highest rank of the air school. Where she is standing, the weather is a matter of her preference.",30,1,25,1499,medium,animal,14500,"4,5",19,attack,MERCENARY,15,21,16,19,16,16
mercenary,human,air seeker,"The first rank of the air school, who has learned to feel the wind before it moves.",10,1,5,197,medium,animal,14500,"4,5",14,attack,MERCENARY,10,17,12,14,13,12
mercenary,human,alchemist,"Mixes what should not be mixed and takes careful notes, on the occasions when he survives to write them.",10,1,6,160,medium,animal,14000,"3,7",10,attack,MERCENARY,10,11,11,14,12,11
mercenary,human,apprentice,,7,1,4,96,medium,animal,13000,"3,7",10,attack,MERCENARY,10,13,10,14,14,10
mercenary,human,archeologist,"Digs up other people's tombs for a living, and has learned which ones to leave alone.",7,1,4,95,medium,animal,13500,"3,7",10,attack,MERCENARY,10,12,11,15,13,10
mercenary,human,assassin,"You do not meet an assassin. You meet somebody else, once, and after that you meet nobody at all.",16,1,12,340,medium,animal,14000,"3,7",15,attack,MERCENARY,14,18,13,11,11,10
mercenary,human,attendant,,8,1,5,110,medium,animal,15000,"3,7",12,attack,MERCENARY,11,13,14,10,11,12
mercenary,human,berserker,"Fights without armour, without caution, and without any evident expectation of tomorrow.",15,1,13,380,medium,animal,17000,"3,7",12,attack,MERCENARY,20,12,16,8,8,9
mercenary,human,bishop,"He carries a mace because canon law denied him the edge, and he has never once felt the restriction.",20,1,17,620,medium,animal,15000,"5,0",22,attack,MERCENARY,15,10,17,15,20,18
mercenary,human,black marketeer,,25,1,21,741,medium,animal,15000,"5,0",28,attack,MERCENARY,20,16,16,16,14,18
mercenary,human,bushi,"A warrior in the service of a house, thoroughly competent with everything he has ever been handed.",11,1,8,195,medium,animal,14000,"3,7",11,attack,MERCENARY,14,13,13,9,10,8
mercenary,human,chief yeoman warder,,28,1,23,1168,medium,animal,17000,"3,7",18,attack,MERCENARY,18,15,18,12,14,16
mercenary,human,chieftain,,29,1,24,1031,medium,animal,19000,"3,7",13,attack,MERCENARY,22,9,19,9,14,15
mercenary,human,earth binder,,20,1,15,598,medium,animal,14500,"4,5",18,attack,MERCENARY,18,12,18,16,15,13
mercenary,human,earth maker,,30,1,25,1498,medium,animal,14500,"4,5",20,attack,MERCENARY,20,13,22,19,17,14
mercenary,human,earth seeker,,10,1,5,198,medium,animal,14500,"4,5",16,attack,MERCENARY,15,10,16,14,14,11
mercenary,human,elder wizard,"Old enough to have forgotten more magic than most schools teach, and to still remember the dangerous parts.",26,1,24,1050,medium,animal,13000,"3,7",12,attack,MERCENARY,11,10,12,19,20,14
mercenary,human,embalmer,,15,1,10,296,medium,animal,13000,"3,7",15,attack,MERCENARY,13,12,15,13,11,11
mercenary,human,exterminator,,18,1,13,550,medium,animal,14500,"3,7",15,attack,MERCENARY,12,16,13,13,11,12
mercenary,demon,fiend,,25,1,20,871,medium,animal,16000,"3,7",21,attack,MERCENARY,19,15,16,12,15,15
mercenary,human,flame binder,,20,1,15,603,medium,animal,14500,"4,5",12,attack,MERCENARY,11,17,12,15,15,12
mercenary,human,flame maker,,30,1,25,1427,medium,animal,14500,"4,5",20,attack,MERCENARY,13,19,14,19,15,13
mercenary,human,flame seeker,,10,1,5,173,medium,animal,14500,"4,5",12,attack,MERCENARY,9,15,11,13,13,11
mercenary,human,frost binder,,20,1,15,596,medium,animal,14500,"4,5",11,attack,MERCENARY,12,13,14,14,16,16
mercenary,human,frost maker,,30,1,25,1431,medium,animal,14500,"4,5",20,attack,MERCENARY,15,13,17,19,17,16
mercenary,human,frost seeker,,10,1,5,196,medium,animal,14500,"4,5",11,attack,MERCENARY,9,11,13,13,11,15
mercenary,human,guide,,3,1,1,35,medium,animal,14500,"3,7",10,attack,MERCENARY,11,13,12,11,10,14
mercenary,human,gypsy,,19,2,14,519,medium,animal,12000,"3,7",16,attack,MERCENARY,16,18,16,15,17,20
mercenary,human,hag,"Old, bent, and owed favours by things that ought not to be in a position to owe favours.",17,1,18,600,medium,animal,13000,"3,7",16,attack,MERCENARY,13,14,14,15,17,6
mercenary,human,high priest,,30,1,25,1274,medium,animal,16000,"5,0",25,attack,MERCENARY,19,11,21,17,22,20
mercenary,human,huntress,She tracks for a week and shoots once.,14,1,10,290,medium,animal,13500,"3,7",14,attack,MERCENARY,12,17,13,10,13,11
mercenary,human,intern,,12,1,7,201,medium,animal,12000,"3,7",13,attack,MERCENARY,10,13,10,11,12,10
mercenary,human,journeyman wizard,"Past apprentice, short of master, and painfully aware of the distance between the two.",12,1,8,220,medium,animal,13000,"3,7",10,attack,MERCENARY,10,13,11,15,15,10
mercenary,human,mugger,,13,1,8,230,medium,animal,14500,"3,7",15,attack,MERCENARY,14,15,12,8,8,14
mercenary,human,neanderthal,,17,1,12,421,medium,animal,20000,"3,7",15,attack,MERCENARY,20,11,16,6,8,9
mercenary,human,nun,"Devout, unarmed by preference, and armed by necessity rather more often than her order cares to admit.",5,1,3,55,medium,animal,14500,"3,7",10,attack,MERCENARY,11,11,12,12,15,13
mercenary,human,occultist,,30,1,28,1376,medium,animal,13000,"3,7",15,attack,MERCENARY,12,11,13,17,18,15
mercenary,human,page,,6,1,3,76,medium,animal,14500,"3,7",7,attack,MERCENARY,11,16,14,8,10,9
mercenary,human,poison alchemist,He gave up on cures some years ago. The other trade paid better and asked far fewer questions.,13,1,9,250,medium,animal,12000,"3,7",14,attack,MERCENARY,11,13,11,14,11,10
mercenary,halfling,proudfoot,,14,1,9,237,small,animal,8500,"4,5",12,attack,MERCENARY,11,14,13,12,15,9
mercenary,human,roshi,,21,1,16,586,medium,animal,12000,"3,7",10,attack,MERCENARY,16,16,16,12,14,8
mercenary,human,savage brute,"Enormous, unarmoured, and entirely uninterested in the finer points of anything.",16,1,13,400,medium,animal,21000,"3,7",14,attack,MERCENARY,21,10,17,6,8,8
mercenary,human,savage stalker,"Follows for miles without making a sound, and then picks the moment.",14,1,11,300,medium,animal,13000,"3,7",16,attack,MERCENARY,13,17,12,9,10,9
mercenary,human,shaolin monk,"Thirty years of the same forms, every morning without exception, and now he needs no weapon at all.",18,1,15,470,medium,animal,13000,"3,7",18,attack,MERCENARY,16,18,15,10,15,8
mercenary,human,shifter,,21,1,16,583,medium,animal,14500,"3,7",17,attack,MERCENARY,12,16,22,12,14,13
mercenary,human,shinobi,,30,1,27,1236,medium,animal,13500,"3,7",15,attack,MERCENARY,18,20,14,10,13,11
mercenary,human,shock binder,,20,1,15,498,medium,animal,14500,"4,5",20,attack,MERCENARY,13,17,13,15,13,17
mercenary,human,shock maker,,30,1,25,1513,medium,animal,14500,"4,5",20,attack,MERCENARY,13,19,15,17,15,19
mercenary,human,shock seeker,,10,1,5,173,medium,animal,14500,"4,5",20,attack,MERCENARY,11,15,11,13,11,15
mercenary,human,student,,10,1,6,191,medium,animal,14000,"4,5",12,attack,MERCENARY,10,12,12,16,11,8
mercenary,human,temptress,"She is friendly, and she is interested in you, and neither of those things is true.",11,2,9,190,medium,animal,12000,"3,7",14,attack,MERCENARY,10,14,12,13,11,19
mercenary,human,thief,"He wants your purse rather than your life, and will take the second only if you insist on it.",8,1,5,110,medium,animal,14000,"3,7",12,attack,MERCENARY,11,15,12,11,10,12
mercenary,human,thug,,22,1,17,676,medium,animal,16000,"3,7",15,attack,MERCENARY,17,17,12,8,8,14
mercenary,human,tracker,,24,1,19,746,medium,animal,14500,"4,5",15,attack,MERCENARY,14,18,16,8,15,12
mercenary,human,trader,"Everything has a price, and he will find yours before you have finished speaking.",9,1,6,140,medium,animal,14000,"3,7",11,attack,MERCENARY,10,11,11,12,12,13
mercenary,human,transmuter,,30,1,26,1475,medium,animal,14000,"3,7",27,attack,MERCENARY,18,17,21,20,23,21
mercenary,human,traveller,Walks the roads between towns carrying everything he owns and a very good stick.,10,1,7,165,medium,animal,14500,"3,7",12,attack,MERCENARY,12,12,12,11,13,11
mercenary,human,undead slayer,,30,1,29,1368,medium,animal,14500,"5,0",14,attack,MERCENARY,16,19,15,13,14,15
mercenary,human,warrior,,27,1,22,976,medium,animal,17500,"3,7",13,attack,MERCENARY,18,14,18,8,8,10
mercenary,human,water binder,,20,1,15,518,medium,animal,14500,"4,5",20,attack,MERCENARY,14,14,17,16,16,14
mercenary,human,water maker,,30,1,25,1459,medium,animal,14500,"4,5",20,attack,MERCENARY,16,16,19,18,18,16
mercenary,human,water seeker,,10,1,5,164,medium,animal,14500,"4,5",20,attack,MERCENARY,12,12,15,14,14,12
mercenary,human,yeoman,,9,1,5,156,medium,animal,15000,"3,7",10,attack,MERCENARY,12,11,13,8,11,12
mercenary,human,yeoman warder,,16,1,11,151,medium,animal,16000,"3,7",14,attack,MERCENARY,14,11,15,10,11,14
military,human,army captain,"He has fought campaigns you have only heard rumours of, and he expects the men behind him to keep up.",13,1,16,270,medium,animal,17500,"3,7",12,attack,,18,13,17,11,12,13
military,human,army lieutenant,"A junior officer with a commission bought or earned, leading from the front because that is where he is watched.",10,1,12,190,medium,animal,17000,"3,7",11,attack,,16,13,16,10,11,11
military,human,army sergeant,"The one who taught the soldiers their drill, and who fights rather better than any of them.",8,2,10,130,medium,animal,17000,"3,7",10,attack,,15,12,15,9,10,10
military,human,army soldier,"Rank-and-file infantry, drilled to hold a line with a spear and a shield, and to break it for nobody.",6,4,8,45,medium,animal,16000,"3,7",10,attack,,14,12,14,8,10,9
military,human,captain,,12,0,14,250,medium,animal,16000,"5,0",10,attack,,17,17,17,11,15,13
military,human,General Breetai,A career officer with a ruined face and a habit of winning. He has never once fought alone.,18,0,20,620,medium,animal,19000,"4,5",21,attack,GUARDIAN|UNIQUE,20,15,19,15,16,17
military,human,keystone captain,,4,0,4,25,medium,animal,16000,"5,0",10,attack,,17,17,17,11,15,13
military,human,keystone kop,,1,0,1,5,medium,animal,16000,"5,0",10,attack,,14,14,14,8,12,10
military,human,keystone lieutenant,,3,0,3,20,medium,animal,16000,"5,0",10,attack,,16,16,16,10,14,12
military,human,keystone sergeant,,2,0,2,15,medium,animal,16000,"5,0",10,attack,,15,15,15,9,13,11
military,human,lieutenant,,10,0,12,200,medium,animal,16000,"5,0",10,attack,,16,16,16,10,14,12
military,human,sergeant,,8,0,10,150,medium,animal,20000,"5,0",10,attack,,15,15,15,9,13,11
military,human,soldier,,6,0,8,50,medium,animal,16000,"5,0",10,attack,,14,14,14,8,12,10
military,human,watch captain,,10,0,12,161,medium,animal,15000,"2,5",10,attack,GUARDIAN,15,10,14,9,9,8
military,human,watchman,,6,0,8,42,medium,animal,14500,"2,5",10,attack,GUARDIAN,13,10,13,8,9,7
mimic,,baby mimic,"A young mimic, its shapeshifting still crude — usually just a box that bites back.",2,2,3,8,small,animal,800,"1,5",12,attack,,7,9,9,4,7,6
mimic,,bad egg,,4,1,5,17,small,animal,50,"2,5",11,attack,,12,15,11,5,6,3
mimic,,giant mimic,,13,1,15,207,huge,animal,40000,"2,0",14,attack,,16,9,14,8,11,10
mimic,,grave mimic,"It waits among the headstones shaped like one more grave marker, patient as the dead around it.",8,1,9,72,medium,animal,12000,"2,0",14,attack,,14,10,13,8,12,9
mimic,,huge pile of killer coins,,28,1,32,883,large,animal,15600,"3,7",26,attack,,15,14,12,3,2,6
mimic,,killer food ration,,25,1,25,720,small,animal,200,"2,5",21,attack,,20,14,16,6,6,5
mimic,,killer iron ration,,20,1,20,542,small,animal,200,"2,5",19,attack,,18,12,14,6,6,5
mimic,,killer tripe ration,,15,1,15,312,small,animal,100,"2,5",17,attack,,16,10,12,6,6,5
mimic,,large mimic,,10,1,11,94,large,animal,23000,"2,0",13,attack,,15,10,14,8,11,10
mimic,,large pile of killer coins,,15,1,16,232,medium,animal,14600,"3,7",18,attack,,15,16,10,3,2,5
mimic,,mimic,"A weathered chest, until its lid splits open into a maw ringed with teeth.",7,2,8,60,medium,animal,8000,"2,0",13,attack,,13,10,12,8,11,10
mimic,,mimic coins,A small heap of coins that isn't quite finished counting itself.,3,2,4,12,tiny,animal,200,"2,5",10,attack,,8,11,7,2,2,3
mimic,,pile of killer coins,,6,1,7,37,small,animal,13600,"2,5",11,attack,,11,14,8,3,2,4
mimic,,small mimic,,6,2,7,46,medium,animal,3000,"2,0",13,attack,,13,11,12,8,11,10
minotaur,minotaur,minotaur,Monstrous creatures with the head and tail of a bull and the body of a man.,0,0,0,0,large,animal,45000,"5,0",14,attack,BASE,10,10,10,10,10,10
minotaur,minotaur,minotaur lord,,15,1,17,414,large,animal,45000,"5,0",18,attack,,18,11,16,6,16,9
mummy,orc,ashen mummy,An orc mummy exhumed from a barrow sealed under a cinder-field; its wrappings are charred and its grip sears whatever it holds.,18,1,20,425,medium,animal,8500,"2,5",20,attack,,15,9,13,8,3,9
mummy,dwarf,dwarf mummy,,13,1,14,326,medium,animal,10000,"2,5",18,attack,,14,10,15,8,3,12
mummy,elf,elf mummy,,19,1,20,437,medium,animal,9000,"3,7",20,attack,,12,11,11,9,3,13
mummy,ettin,ettin mummy,,26,1,28,953,huge,animal,80000,"3,7",22,attack,,17,8,16,2,2,5
mummy,giant,giant mummy,,26,1,28,968,huge,animal,80000,"3,7",24,attack,,18,6,17,2,2,6
mummy,gnome,gnome mummy,,4,1,6,21,small,animal,6500,"2,5",14,attack,,14,10,13,8,3,12
mummy,human,human mummy,,21,1,22,637,medium,animal,9000,"3,7",20,attack,,14,11,14,10,3,12
mummy,kobold,kobold mummy,,3,1,4,10,small,animal,4000,"2,0",14,attack,,11,10,12,5,2,8
mummy,human,mellified man,"This mummy confection was created by steeping a human cadaver in honey. Somehow reanimated by an obscure cult of monks, it is both deadly and delicious.",27,1,30,637,medium,animal,20000,"2,5",30,attack,,24,11,22,3,3,3
mummy,orc,orc mummy,,16,1,18,386,medium,animal,8500,"2,5",20,attack,,15,9,13,8,3,9
mummy,troll,troll mummy,,29,1,31,1135,huge,animal,15000,"3,7",25,attack,,20,7,18,2,2,6
naga,,black naga,,16,1,18,452,large,animal,24000,"3,7",17,attack,,17,16,14,14,17,16
naga,,black naga hatchling,,6,1,8,72,medium,animal,10000,"2,5",14,attack,,13,12,10,10,13,12
naga,,golden naga,,18,1,20,572,large,animal,24000,"3,7",17,attack,,17,16,14,14,17,16
naga,,golden naga hatchling,,7,1,9,75,medium,animal,10000,"2,5",14,attack,,13,12,10,10,13,12
naga,,guardian naga,,22,1,24,747,large,animal,24000,"5,0",21,attack,,19,18,16,16,19,18
naga,,guardian naga hatchling,,8,1,10,82,medium,animal,10000,"2,5",13,attack,,15,14,14,12,15,14
naga,,red naga,,14,1,15,272,large,animal,24000,"3,7",15,attack,,17,16,14,14,17,16
naga,,red naga hatchling,,5,1,6,45,medium,animal,10000,"2,5",12,attack,,13,12,10,10,13,12
ogre,ogre,bog ogre,"An ogre gone half-feral in the fens, its skin sallow and slick; its claws carry a rot no wound-dressing can clean.",15,1,18,338,large,animal,25000,"2,0",18,attack,,19,7,17,5,7,6
ogre,ogre,ogre,,13,2,16,284,large,animal,24000,"2,5",18,attack,,19,8,16,5,7,7
ogre,ogre,ogre king,,26,2,28,914,large,animal,26000,"3,7",26,attack,,20,8,18,7,8,14
ogre,ogre,ogre lord,,20,1,22,614,large,animal,24000,"3,7",21,attack,,20,8,17,6,7,11
ogre,ogre,ogre mage,,16,1,19,437,large,animal,22000,"3,7",19,attack,,17,7,16,12,11,8
ogre,ogre,shadow ogre,,19,1,21,610,large,animal,20000,"3,7",23,attack,,17,8,17,5,9,7
orc,goblin,goblin,,0,3,1,4,small,animal,4000,"2,5",11,attack,,11,8,10,8,7,9
orc,goblin,goblin king,,14,1,16,389,medium,animal,7500,"3,7",14,attack,,15,11,15,10,7,14
orc,orc,great orc,,15,1,17,678,medium,animal,21000,"2,5",13,attack,,16,13,16,8,8,7
orc,orc,hill orc,,5,3,7,97,medium,animal,14000,"2,5",13,attack,,14,10,14,7,8,6
orc,,hobgoblin,,1,3,3,7,medium,animal,18000,"2,5",10,attack,,13,12,12,10,10,9
orc,orc,orc,"Ugly, brutish creatures with cannibalistic tendencies; this warlike race is known for their impressive strength and intellectual incapabilities.",0,0,0,0,medium,animal,17000,"4,5",10,attack,BASE,10,10,10,10,10,10
orc,orc,orc berserker,,17,1,18,734,medium,animal,19500,"3,7",11,attack,,18,14,18,8,8,6
orc,orc,orc captain,,15,1,20,819,medium,animal,18500,"3,3",9,attack,,18,12,16,9,8,10
orc,orc,orc grunt,,3,2,5,15,medium,animal,14000,"3,3",9,attack,,16,12,14,7,8,6
orc,orc,orc king,,21,1,22,626,medium,animal,19000,"3,3",11,attack,,20,12,19,13,9,16
orc,orc,orc shaman,,3,1,5,23,medium,animal,15000,"3,0",13,attack,,14,15,13,12,12,8
orc,orc,orc thief,An orc who worked out that pockets are a good deal easier to open than skulls.,4,2,6,30,medium,animal,13000,"4,2",12,attack,,14,16,12,8,7,6
orc,orc,orc warrior,,12,1,14,214,medium,animal,17000,"3,3",10,attack,,17,12,16,7,8,6
orc,orc,snow orc,,11,1,13,183,medium,animal,16000,"3,7",11,attack,,17,12,16,8,8,10
orc,orc,swamp orc,"An orc that has made its home in the marshlands, its blade notched and slicked with venom drawn from swamp adders.",7,2,9,143,medium,animal,14000,"2,5",13,attack,,14,11,14,7,8,6
orc,orc,war orc,,16,1,18,626,medium,animal,19000,"3,7",12,attack,,18,12,16,7,8,6
plasmoid,plasmoid,plasmoid,"Amorphous beings who have no typical shape but often take on a translucent humanoid form. While unmistakable for anything other than a plasma-like ooze, this form enables the use of clothing and tools.",0,0,0,0,medium,animal,9000,"4,0",9,attack,BASE,10,10,10,10,10,10
pudding,,black pudding,,20,1,23,674,large,vegetable,9000,"2,0",22,attack,,16,5,16,1,6,1
pudding,,brown pudding,"The lesser of the two ferrozygotic puddings, the brown pudding is said to taste more akin to rotted milk than a chocolate dessert. The pudding itself feeds upon fabrics and hides of all kind but its most known ability is its unique reproductive method. When brought into contact with iron the miracle of rotten slime binary fission takes place, creating two voracious offspring. Owing to the ubiquity of iron in the arms wielded by adventurers, this creature's population has only been growing with time.",6,1,7,45,medium,vegetable,5000,"2,0",15,attack,,14,5,14,1,5,1
