Stock,Type,Name,Appearance,Description,Armour,Weapon,Light,Storage,Material,Nutrition,Essence,Weight,Price,Rarity,Grade,Bundled,Utility
ring,ring,ring of berserking,shiny ring,The wearer will occasionally fly into uncontrollable rage lashing out at both friend and foe.,,,,,iron,15,60,30,100,100,standard,FALSE,
ring,ring,ring of cold resistance,brass ring,,,,,,copper,15,50,30,150,100,standard,FALSE,
ring,ring,ring of conflict,ruby ring,,,,,,gemstone,15,100,30,300,100,standard,FALSE,
ring,ring,ring of constitution,opal ring,,,,,,stone,15,30,30,150,100,standard,FALSE,
ring,ring,ring of dexterity,obsidian ring,,,,,,gemstone,15,30,30,150,100,standard,FALSE,
ring,ring,ring of energy,eternity ring,"A plain gold band with no beginning and no visible seam, warm to the touch as if something inside it never stops moving.",,,,,gold,15,100,30,200,100,standard,FALSE,
ring,ring,ring of fire resistance,iron ring,,,,,,iron,15,50,30,200,100,standard,FALSE,
ring,ring,ring of free action,twisted ring,,,,,,iron,15,100,30,200,100,standard,FALSE,
ring,ring,ring of hunger,topaz ring,,,,,,gemstone,15,20,30,100,100,standard,FALSE,
ring,ring,ring of impact,coral ring,This ring augments the damage caused by your strikes,,,,,stone,15,40,30,150,100,standard,FALSE,
ring,ring,ring of intelligence,plain ring,,,,,,stone,15,30,30,150,100,standard,FALSE,
ring,ring,ring of invisibility,wire ring,,,,,,iron,15,100,30,150,100,standard,FALSE,
ring,ring,ring of levitation,agate ring,,,,,,gemstone,15,60,30,200,100,standard,FALSE,
ring,ring,ring of marksmanship,barbed ring,"A band of twisted iron studded with inward-facing barbs, uncomfortable to wear but said to sharpen the wearer's aim.",,,,,iron,15,40,30,150,100,standard,FALSE,
ring,ring,ring of naught,mood ring,,,,,,gemstone,15,10,30,25,100,standard,FALSE,
ring,ring,ring of poison resistance,pearl ring,,,,,,gemstone,15,50,30,150,100,standard,FALSE,
ring,ring,ring of polymorph,ivory ring,,,,,,bone,15,100,30,300,100,standard,FALSE,
ring,ring,ring of polymorph control,emerald ring,,,,,,gemstone,15,200,30,300,100,standard,FALSE,
ring,ring,ring of protection,black onyx ring,,,,,,stone,15,40,30,100,100,standard,FALSE,
ring,ring,ring of regeneration,moonstone ring,,,,,,stone,15,100,30,200,100,standard,FALSE,
ring,ring,ring of searching,tiger eye ring,,,,,,gemstone,15,60,30,200,100,standard,FALSE,
ring,ring,ring of see invisible,engagement ring,,,,,,gemstone,15,20,30,150,100,standard,FALSE,
ring,ring,ring of shock resistance,copper ring,,,,,,copper,15,50,30,150,100,standard,FALSE,
ring,ring,ring of sleeping,wedding ring,,,,,,gold,15,20,30,100,100,standard,FALSE,
ring,ring,ring of slow digestion,steel ring,,,,,,iron,15,100,30,200,100,standard,FALSE,
ring,ring,ring of stealth,jade ring,,,,,,gemstone,15,60,30,100,100,standard,FALSE,
ring,ring,ring of strength,granite ring,,,,,,stone,15,30,30,150,100,standard,FALSE,
ring,ring,ring of sustain ability,bronze ring,,,,,,copper,15,20,30,100,100,standard,FALSE,
ring,ring,ring of telekinesis,mithril ring,,,,,,mithril,15,60,30,250,100,standard,FALSE,
ring,ring,ring of teleport control,gold ring,,,,,,gold,15,200,30,300,100,standard,FALSE,
ring,ring,ring of teleportation,silver ring,,,,,,silver,15,100,30,200,100,standard,FALSE,
ring,ring,ring of warning,diamond ring,,,,,,gemstone,15,100,30,100,100,standard,FALSE,
ring,ring,ring of wisdom,glass ring,,,,,,glass,15,30,30,150,100,standard,FALSE,
scroll,letter,Stamped Letter,,,,,,,paper,0,0,50,5000,0,artifact,FALSE,
scroll,scroll,Miserus,,,,,,,paper,0,0,50,1000,1,artifact,FALSE,
scroll,scroll,scroll of air,scroll labelled AZZGAZ,,,,,,paper,6,50,50,200,20,standard,FALSE,read:AreaOfEffect:silence|/:0
scroll,scroll,scroll of amnesia,scroll labelled DUAM XNAHT,,,,,,paper,6,10,50,200,35,standard,FALSE,
scroll,scroll,scroll of blank paper,unlabelled scroll,,,,,,paper,6,5,50,10,28,standard,FALSE,
scroll,scroll,scroll of charging,scroll labelled HACKEM MUCHE,This utility scroll restores some of the charges to your spent wands and tools.,,,,,paper,6,50,50,300,15,standard,FALSE,
scroll,scroll,scroll of confusion,scroll labelled NR 9,,,,,,paper,6,10,50,100,43,standard,FALSE,read:Blast:|/:0
scroll,scroll,scroll of destruction,scroll labelled JUYED AWK YACC,,,,,,paper,6,25,50,100,45,standard,FALSE,
scroll,scroll,scroll of devouring,scroll labelled OMNO MNOM,,,,,,paper,6,25,50,100,15,standard,FALSE,
scroll,scroll,scroll of earth,scroll labelled KIRJE,,,,,,paper,6,50,50,200,20,standard,FALSE,read:Block:|/:0
scroll,scroll,scroll of enchantment,scroll labelled DAIYEN FOOELS,,,,,,paper,6,100,50,140,143,standard,FALSE,
scroll,scroll,scroll of enlightenment,scroll labelled VELOX NEB,,,,,,paper,6,25,50,20,99,standard,FALSE,
scroll,scroll,scroll of entrapment,scroll labelled GABZPLOIT,,,,,,paper,6,25,50,200,20,standard,FALSE,
scroll,scroll,scroll of fire,scroll labelled ANDOVA BEGARIN,,,,,,paper,6,10,50,100,33,standard,FALSE,
scroll,scroll,scroll of food detection,scroll labelled YUM YUM,,,,,,paper,6,10,50,100,25,standard,FALSE,
scroll,scroll,scroll of gathering,scroll labelled HEREYEET,,,,,,paper,6,25,50,150,20,standard,FALSE,
scroll,scroll,scroll of genocide,scroll labelled ELBIB YLOH,,,,,,paper,6,100,50,300,15,standard,FALSE,
scroll,scroll,scroll of gold detection,scroll labelled THARR,,,,,,paper,6,10,50,100,33,standard,FALSE,
scroll,scroll,scroll of ice,scroll labelled ECI ALLINAV,,,,,,paper,6,10,50,100,33,standard,FALSE,
scroll,scroll,scroll of identify,scroll labelled KERNOD WEL,,,,,,paper,6,25,50,20,185,standard,FALSE,read:Identify:|/:0
scroll,scroll,scroll of light,scroll labelled VERR YED HORRE,,,,,,paper,6,10,50,50,90,standard,FALSE,
scroll,scroll,scroll of magic mapping,scroll labelled ELAM EBOW,,,,,,paper,6,50,50,100,45,standard,FALSE,
scroll,scroll,scroll of murder,scroll labelled GARVEN DEH,,,,,,paper,6,100,50,300,15,standard,FALSE,
scroll,scroll,scroll of punishment,scroll labelled VE FORBRYDERNE,,,,,,paper,6,50,50,80,25,standard,FALSE,
scroll,scroll,scroll of raise dead,scroll labelled TEMOV,,,,,,paper,6,100,50,300,20,standard,FALSE,read:SummonEnemy:|/:0
scroll,scroll,scroll of remove curse,scroll labelled PRATYAVAYAH,,,,,,paper,6,50,50,80,65,standard,FALSE,
scroll,scroll,scroll of replication,scroll labelled ZELGO MER,This powerful magic can be used to create copies of any item.,,,,,paper,6,100,50,300,5,standard,FALSE,
scroll,scroll,scroll of summoning,scroll labelled LEP GEX VEN ZEA,,,,,,paper,6,25,50,200,45,standard,FALSE,read:SummonEnemy:|/:0
scroll,scroll,scroll of taming,scroll labelled PRIRUTSENIE,,,,,,paper,6,50,50,200,15,standard,FALSE,
scroll,scroll,scroll of teleportation,scroll labelled VENZAR BORGAVVE,,,,,,paper,6,25,50,100,55,standard,FALSE,read:Teleport:|/:0
scroll,scroll,scroll of terror,scroll labelled XIXAXA XOXAXA XUXAXA,,,,,,paper,6,25,50,100,35,standard,FALSE,read:AreaOfEffect:fear|/:0
scroll,scroll,scroll of training,scroll labelled READ ME,,,,,,paper,6,100,50,200,10,standard,FALSE,
scroll,scroll,scroll of tranquillity,scroll labelled XALICH UDED,,,,,,paper,6,25,50,100,15,standard,FALSE,
scroll,scroll,scroll of water,scroll labelled FOOBIE BLETCH,,,,,,paper,6,10,50,100,33,standard,FALSE,
tool,bag,Backpack,,,,,,Container,cloth,0,0,150,25,0,artifact,FALSE,
tool,bag,bag of holding,bag,,,,,Compressing,cloth,1500,100,150,100,20,standard,FALSE,
tool,bag,bag of tricks,bag,,,,,,cloth,200,100,150,100,20,standard,FALSE,
tool,bag,porter,bag,A spacious bag made of incredibly stretchy cotton.,,,,,cloth,150,100,150,200,20,standard,FALSE,
tool,bag,sack,bag,A spacious cloth bag.,,,,Container,cloth,150,5,150,2,40,standard,FALSE,
tool,chest,chest,,,,,,Locking/Trapping,wood,600,10,3000,16,0,standard,FALSE,
tool,chest,ice box,,,,,,Preserving,plastic,0,40,2000,42,10,standard,FALSE,
tool,chest,large box,,,,,,Locking/Trapping,wood,350,10,3500,8,0,standard,FALSE,
tool,device,beartrap,,,,,,,iron,200,25,2000,60,0,standard,FALSE,
tool,device,caltrops,,Tiny metal spikes thrown to the ground to impede mobility.,,,,,iron,250,25,500,30,0,standard,FALSE,
tool,device,land mine,,,,,,,iron,600,25,3000,180,0,standard,FALSE,
tool,earwear,earmuffs,,,,,,,cloth,50,5,40,40,5,standard,FALSE,
tool,eyewear,blindfold,,A cloth mask that completely obstructs the wearer's vision.,,,,,cloth,50,5,20,20,50,standard,FALSE,
tool,eyewear,Eyes of Ra,,,,,4,,glass,0,0,30,1500,1,artifact,FALSE,
tool,eyewear,kaleidoscope glasses,glasses,,,,,,glass,50,40,30,20,5,standard,FALSE,
tool,eyewear,lenses,glasses,,,,,,glass,50,40,30,160,5,standard,FALSE,
tool,eyewear,shades,glasses,,,,,,glass,50,40,30,160,5,standard,FALSE,
tool,eyewear,spectacles,glasses,,,,,,glass,50,100,30,350,5,standard,FALSE,
tool,eyewear,towel,,"A worn but clean cloth. Useful for wiping your face, or for tying over your eyes.",,,,,cloth,50,5,100,15,20,standard,FALSE,
tool,instrument,bell of harmony,bell,,,,,,silver,200,40,300,250,2,standard,FALSE,
tool,instrument,bell of resources,bell,,,,,,silver,200,40,300,300,2,standard,FALSE,
tool,instrument,bell of secrets,bell,,,,,,silver,200,40,300,200,2,standard,FALSE,
tool,instrument,bell of strife,bell,,,,,,silver,200,40,300,150,2,standard,FALSE,
tool,instrument,brass bugle,bugle,A hand-held brass horn.,,,,,copper,100,5,100,15,4,standard,FALSE,play:Debuff:sleeping|/:0
tool,instrument,bronze bell,bell,,,,,,copper,150,5,300,10,10,standard,FALSE,play:Debuff:sleeping|/:0
tool,instrument,dragon horn,,"A hollowed dragon's horn, carved with old runes. Blowing it lets loose a gout of flame.",,,,,bone,100,50,150,150,4,standard,FALSE,play:Blast:|fire/:0
tool,instrument,drum of earthquake,drum,,,,,,leather,250,100,250,25,2,standard,FALSE,play:AreaOfEffect:deafness|/:0
tool,instrument,fire horn,horn,,,,,,bone,180,50,180,50,2,standard,FALSE,play:Blast:|fire/:0
tool,instrument,frost horn,horn,,,,,,bone,180,50,180,50,2,standard,FALSE,play:Blast:|cold/:0
tool,instrument,gold whistle,whistle,,,,,,gold,30,5,30,80,2,standard,FALSE,play:Debuff:sleeping|/:0
tool,instrument,horn of plenty,horn,,,,,,bone,1000,100,180,50,2,standard,FALSE,
tool,instrument,leather drum,drum,,,,,,leather,250,5,250,25,2,standard,FALSE,play:Debuff:sleeping|/:0
tool,instrument,magic bugle,bugle,,,,,,copper,100,50,100,35,2,standard,FALSE,
tool,instrument,magic flute,flute,,,,,,wood,100,50,50,36,2,standard,FALSE,
tool,instrument,magic harp,harp,,,,,,wood,200,50,300,150,2,standard,FALSE,
tool,instrument,magic whistle,whistle,,,,,,tin,50,50,30,100,25,standard,FALSE,
tool,instrument,tin whistle,whistle,,,,,,tin,30,5,30,10,63,standard,FALSE,play:Debuff:sleeping|/:0
tool,instrument,tooled horn,horn,,,,,,bone,180,5,180,15,4,standard,FALSE,play:Debuff:sleeping|/:0
tool,instrument,wooden flute,flute,,,,,,wood,50,5,50,12,4,standard,FALSE,play:Debuff:sleeping|/:0
tool,instrument,wooden harp,harp,,,,,,wood,300,5,300,50,4,standard,FALSE,play:Debuff:sleeping|/:0
tool,light,candelabrum,,"A branched silver candle-holder, its every arm lit at once.",,,3,,silver,30,25,400,40,6,standard,FALSE,
tool,light,Illuminare,,,,,3,,iron,0,0,30,1200,1,artifact,FALSE,zap:AreaOfEffect:fear|/:0
tool,light,lantern,,,,,4,,copper,300,10,300,12,15,standard,FALSE,
tool,light,magic candle,candle,,,,2,,wax,50,50,50,100,2,standard,FALSE,
tool,light,magic lamp,lamp,,,,3,,copper,100,50,200,1000,10,standard,FALSE,
tool,light,oil lamp,lamp,A portable source of light fashioned out of copper and fuelled by oil.,,,3,,copper,200,10,200,10,25,standard,FALSE,
tool,light,phial,,A small glass vial holding a captive mote of light.,,,1,,glass,20,5,30,20,5,standard,FALSE,
tool,light,Prudentia,,This glowing looking glass reveals glimpses of the future and corrupts your soul.,,,2,,iron,0,0,30,1000,1,artifact,FALSE,
tool,light,torch,,,,,2,,wood,100,5,200,5,25,standard,FALSE,
tool,light,wax candle,candle,,,,2,,wax,10,5,50,10,25,standard,FALSE,
tool,lockpick,credit card,,"A rectangle of stiff plastic, useless for its original purpose here, but handy for slipping a lock.",,,,,plastic,0,10,10,12,40,standard,TRUE,
tool,lockpick,lock pick,,A small iron tool designed for opening all sorts of locks.,,,,,iron,5,10,30,10,60,standard,TRUE,
tool,melee weapon,pick-axe,,"A pointed iron bar fashioned at a right-angle to a sturdy wooden handle, used to pierce through hard surfaces.",,pick: 1d6,,,iron,300,25,800,50,20,standard,FALSE,
tool,melee weapon,unicorn horn,,,,spear: 1d12,,,bone,250,40,200,100,0,standard,FALSE,
tool,skeleton key,detonation key,key,,,,,,iron,10,50,40,30,20,standard,TRUE,
tool,skeleton key,dimension key,key,,,,,,iron,10,50,40,20,20,standard,TRUE,
tool,skeleton key,Master Key,,,,,,,iron,0,0,40,1100,1,artifact,TRUE,
tool,skeleton key,phantom key,key,,,,,,iron,10,50,40,50,20,standard,TRUE,
tool,skeleton key,skeleton key,key,A key designed to open all mundane locks.,,,,,iron,10,40,40,20,80,standard,TRUE,
tool,specific key,Gold Key,,,,,,,gold,0,0,30,1000,0,artifact,FALSE,
tool,specific key,Jade Key,,,,,,,stone,0,0,30,1000,0,artifact,FALSE,
tool,specific key,Ruby Key,,,,,,,gemstone,0,0,30,1000,0,artifact,FALSE,
tool,specific key,Shadow Key,,,,,,,ether,0,0,30,1000,0,artifact,FALSE,
tool,specific key,Silver Key,,,,,,,silver,0,0,30,1000,0,artifact,FALSE,
tool,tool,bandage,,"A strip of clean cloth for binding a wound. Cheap, disposable, and always worth carrying a few.",,,,,cloth,20,5,20,5,20,standard,FALSE,rub:Healing:|/:0
tool,tool,can of grease,,,,,,,iron,100,25,200,20,5,standard,FALSE,
tool,tool,crystal ball,glass orb,,,,,,crystal,500,100,1500,60,10,standard,FALSE,
tool,tool,expensive camera,mysterious gadget,A foreign device which creates perfect visual depictions of reality.,,,,,plastic,0,40,120,200,10,standard,FALSE,flash:Blast:blindness|/:0
tool,tool,fishing pole,,A long cane rod strung with line and hook. Best used beside open water.,,,,,wood,100,10,300,15,15,standard,FALSE,
tool,tool,fly swatter,,,,,,,plastic,0,40,120,2,10,standard,FALSE,
tool,tool,grappling hook,,"A barbed iron hook on a long coil of rope, thrown out and hauled back in.",,,,,iron,150,25,300,25,12,standard,FALSE,
tool,tool,heavy iron ball,,,,,,,iron,800,25,4800,10,0,standard,FALSE,
tool,tool,leash,,"A length of sturdy rope with a clasp, for keeping a tame animal close at hand.",,,,,leather,100,10,150,12,25,standard,FALSE,
tool,tool,magic figurine,figurine,,,,,,clay,120,100,120,300,5,standard,FALSE,
tool,tool,magic marker,marker,This magical pen has only a limited amount of ink. It seems to vibrate and move on its own accord when you hold it in your hand. You wonder what it would do if you pressed it to some paper.,,,,,plastic,0,100,20,50,15,standard,FALSE,
tool,tool,medical kit,,"A canvas roll of bandages, salves and sutures for treating wounds in the field.",,,,,cloth,100,25,300,100,12,standard,FALSE,rub:Healing:|/:0
tool,tool,mirror,,A polished sheet of silvered glass. Some things recoil from their own reflection.,,,,,glass,0,40,130,200,10,standard,FALSE,flash:Blast:blindness|/:0
tool,tool,Pandora's Box,,,,,,,wood,0,0,2000,2000,1,artifact,FALSE,
tool,tool,pill,,"A small, chalky tablet of uncertain origin. Best swallowed quickly.",,,,,clay,10,5,5,15,15,standard,FALSE,
tool,tool,stethoscope,,"A physician's instrument for listening to a heartbeat -- yours, or something else's.",,,,,iron,100,10,100,50,15,standard,FALSE,
tool,tool,strange object,,A device of no obvious make or purpose. Fiddling with it seems to do something -- but never quite the same thing twice.,,,,,iron,0,40,150,100,5,standard,FALSE,
tool,tool,tin opener,,A small hooked blade made for prying the lid off a sealed tin.,,,,,iron,30,10,100,12,25,standard,FALSE,
tool,tool,tinning kit,,"A collection of utensils, including empty tins and butchering tools, for packing corpses so as to condense them.",,,,,tin,750,40,750,30,75,standard,FALSE,
tool,tool,wooden stake,,,,,,,wood,100,40,120,2,10,standard,FALSE,
wand,wand,Rosenthral,,,,,,,vegetable,0,0,50,800,1,artifact,FALSE,
wand,wand,wand of animation,uranium wand,,,,,,iron,30,50,70,200,20,standard,FALSE,zap:Blast:|/:0
wand,wand,wand of cancellation,platinum wand,,,,,,platinum,30,50,70,200,15,standard,FALSE,zap:Blast:|/:0
wand,wand,wand of cold,short wand,,,,,,iron,30,40,70,175,30,standard,FALSE,zap:Blast:|cold/:0
wand,wand,wand of confusion,silly wand,,,,,,wood,30,20,70,100,30,standard,FALSE,zap:Buff:confusion|/:0
wand,wand,wand of create horde,black wand,,,,,,wood,30,100,70,300,5,standard,FALSE,zap:SummonEnemy:|/:0
wand,wand,wand of death,long wand,,,,,,iron,30,100,70,500,5,standard,FALSE,zap:Blast:|/:0
wand,wand,wand of digging,iron wand,Zapping it at a wall creates a big tunnel.,,,,,iron,30,50,70,150,50,standard,FALSE,
wand,wand,wand of draining,ceramic wand,,,,,,clay,30,40,70,175,25,standard,FALSE,zap:Blast:|/:0
wand,wand,wand of extra healing,bronze wand,,,,,,copper,30,50,70,300,30,standard,FALSE,zap:Healing:|/:0
wand,wand,wand of fear,rusty wand,,,,,,iron,30,30,70,200,25,standard,FALSE,zap:AreaOfEffect:fear|/:0
wand,wand,wand of fire,hexagonal wand,,,,,,iron,30,40,70,175,25,standard,FALSE,zap:Blast:|fire/:0
wand,wand,wand of fireball,octagonal wand,,,,,,iron,30,100,70,300,5,standard,FALSE,zap:Blast:|fire/:0
wand,wand,wand of haste,brass wand,,,,,,copper,30,30,70,150,45,standard,FALSE,zap:Buff:quickness|/:0
wand,wand,wand of healing,bamboo wand,,,,,,wood,30,20,70,150,60,standard,FALSE,zap:Healing:|/:0
wand,wand,wand of iceball,jewelled wand,,,,,,iron,30,100,70,300,5,standard,FALSE,zap:Blast:|cold/:0
wand,wand,wand of jumping,plastic wand,,,,,,plastic,0,20,70,100,20,standard,FALSE,zap:Buff:jumping|/:0
wand,wand,wand of levitation,pine wand,,,,,,wood,30,20,70,150,25,standard,FALSE,zap:Buff:levitation|/:0
wand,wand,wand of light,glass wand,,,,,,glass,30,20,70,100,50,standard,FALSE,
wand,wand,wand of lightning,curved wand,,,,,,iron,30,40,70,175,20,standard,FALSE,zap:Blast:|shock/:0
wand,wand,wand of locking,aluminium wand,,,,,,tin,30,20,70,150,25,standard,FALSE,
wand,wand,wand of magic missile,steel wand,,,,,,iron,30,30,70,150,50,standard,FALSE,zap:Blast:|magical/:0
wand,wand,wand of make invisible,marble wand,,,,,,stone,30,30,70,150,45,standard,FALSE,zap:Buff:invisibility|/:0
wand,wand,wand of nothing,oak wand,,,,,,wood,30,10,70,100,20,standard,FALSE,
wand,wand,wand of opening,zinc wand,,,,,,iron,30,20,70,150,25,standard,FALSE,
wand,wand,wand of phase,crystal wand,,,,,,crystal,30,50,70,350,10,standard,FALSE,zap:Buff:phasing|/:0
wand,wand,wand of polymorph,silver wand,,,,,,silver,30,100,70,200,35,standard,FALSE,zap:Buff:polymorph|/:0
wand,wand,wand of punishment,spiked wand,,,,,,silver,6,50,70,200,45,standard,FALSE,zap:Punish:|/:0
wand,wand,wand of secret detection,balsa wand,,,,,,wood,30,20,70,150,30,standard,FALSE,
wand,wand,wand of sleep,runed wand,,,,,,iron,30,30,70,175,50,standard,FALSE,zap:Blast:sleeping|/:0
wand,wand,wand of slow,tin wand,,,,,,tin,30,30,70,150,45,standard,FALSE,zap:Blast:slowness|/:0
wand,wand,wand of striking,ebony wand,,,,,,wood,30,30,70,150,65,standard,FALSE,zap:Blast:|force/:0
wand,wand,wand of summoning,maple wand,,,,,,wood,30,20,70,200,35,standard,FALSE,zap:SummonEnemy:|/:0
wand,wand,wand of telekinesis,forked wand,,,,,,wood,30,30,70,150,25,standard,FALSE,zap:Buff:telekinesis|/:0
wand,wand,wand of teleportation,iridium wand,,,,,,platinum,30,50,70,200,45,standard,FALSE,zap:Teleport:|/:0
wand,wand,wand of theft,gold wand,,,,,,gold,30,50,70,175,45,standard,FALSE,zap:Blast:|/:0
wand,wand,wand of undead turning,copper wand,,,,,,copper,30,40,70,150,45,standard,FALSE,
wand,wand,Witherloch,,This withered hand is the last remnant of an ancient and powerful lich.,,,,,animal,0,0,100,900,1,artifact,FALSE,
weapon,melee weapon,adamantine axe,,,,axe: 1d7+1,,,adamantine,0,15,600,160,1,exotic,FALSE,
weapon,melee weapon,adamantine greataxe,,,,axe: 2d6+2,,,adamantine,0,15,1200,400,1,exotic,FALSE,
weapon,melee weapon,adamantine greatmace,,"A massive adamantine maul, its head as large as a barrel stave, that shrugs off the recoil of its own swing.",,mace: 2d6+2,,,adamantine,0,15,1500,120,1,exotic,FALSE,
weapon,melee weapon,adamantine greatsword,,,,heavy blade: 1d10,,,adamantine,0,15,700,200,1,exotic,FALSE,
weapon,melee weapon,adamantine katana,samurai sword,,,heavy blade: 1d10+1,,,adamantine,0,15,400,160,1,exotic,FALSE,
weapon,melee weapon,adamantine long sword,,,,heavy blade: 1d8+1,,,adamantine,0,15,400,300,1,exotic,FALSE,
weapon,melee weapon,adamantine quarterstaff,,,staff:1,staff: 1d6+1,,,adamantine,0,15,400,100,1,exotic,FALSE,
weapon,melee weapon,adamantine rapier,,,,medium blade: 1d6+1,,,adamantine,0,15,300,400,1,exotic,FALSE,
weapon,melee weapon,adamantine sabre,,,,medium blade: 1d6+2,,,adamantine,0,15,400,400,1,exotic,FALSE,
weapon,melee weapon,adamantine short sword,,,,medium blade: 1d6+1,,,adamantine,0,15,300,200,1,exotic,FALSE,
weapon,melee weapon,adamantine two-handed sword,,,,heavy blade: 1d12+1,,,adamantine,0,15,800,500,1,exotic,FALSE,
weapon,melee weapon,Ancient Katana,,This old katana has been battered and broken through a million battles. Hardly more than a scrap of metal and wood and yet it flickers with a strange power.,,medium blade: 1d5,,,iron,0,0,200,50,1,artifact,FALSE,
weapon,melee weapon,athame,,,,light blade: 1d4,,,iron,50,10,100,4,10,standard,FALSE,
weapon,melee weapon,axe,,A sharp iron wedge fashioned to a sturdy handle.,,axe: 1d7,,,iron,300,5,600,8,35,standard,FALSE,
weapon,melee weapon,baseball bat,,"A tapered wooden club meant for hitting a ball, repurposed here for hitting skulls.",,club: 1d7,,,wood,160,5,320,8,5,standard,FALSE,
weapon,melee weapon,battle staff,adamantine staff,,staff:2,staff: 1d10,,,adamantine,0,50,400,500,4,exotic,FALSE,
weapon,melee weapon,battle-axe,double-headed axe,"This axe is specifically designed to facilitate deep, grievous wounds in combat. This large weapon is wielded in both hands.",,axe: 2d6,,,iron,600,5,1200,40,10,standard,FALSE,
weapon,melee weapon,brass knuckles,,,,unarmed combat: 1d4,,,copper,75,5,150,4,12,standard,FALSE,
weapon,melee weapon,broadsword,,,,heavy blade: 2d4,,,iron,350,5,700,10,20,standard,FALSE,
weapon,melee weapon,Brumstyk,,,staff:1,staff: 2d6,,,wood,0,0,400,1250,1,artifact,FALSE,
weapon,melee weapon,Chasm Edge,,,,heavy blade: 4d4,,,iron,0,0,1500,1500,1,artifact,FALSE,zap:Blast:|/:0
weapon,melee weapon,Cleaver,,,,axe: 3d6,,,iron,0,0,1200,1400,1,artifact,FALSE,
weapon,melee weapon,club,,"A thick wooden bludgeon. What it lacks in style, it makes up for in function.",,club: 1d6,,,wood,150,5,300,3,22,standard,FALSE,
weapon,melee weapon,Colossal Excavator,,This ancient artifact is a marvel to behold with exquisite craftsmanship and unbridled digging power.,,pick: 1d12+6,,,iron,0,0,1200,1400,1,artifact,FALSE,
weapon,melee weapon,crysknife,,,,light blade: 1d10,,,stone,100,50,200,100,0,standard,FALSE,
weapon,melee weapon,Dire Needle,,,,medium blade: 1d10,,,iron,0,0,250,1100,1,artifact,FALSE,
weapon,melee weapon,Dragonbane,,"Forged deep underground by dwarven hands, this blade was made to slay the scaled beasts who sought to steal their treasures. Throughout the long years this blade has bathed in the blood of its winged prey. Now almost forgotten, it yearns again for the taste of dragon flesh.",,heavy blade: 2d5,,,iron,0,0,700,1000,1,artifact,FALSE,zap:AreaOfEffect:fear|/:0
weapon,melee weapon,dread staff,bone staff,,staff:1,staff: 1d5,,,bone,150,50,300,500,4,standard,FALSE,
weapon,melee weapon,drow short sword,glossy short sword,,,medium blade: 1d8,,,mithril,150,10,300,10,2,standard,FALSE,
weapon,melee weapon,dwarvish katar,broad katar,"This dwarvish punching blade is forged thicker than most, its crossbar reinforced to survive a full-strength thrust.",,unarmed combat: 1d5+1,,,iron,150,10,300,12,2,standard,FALSE,
weapon,melee weapon,dwarvish mattock,broad pick,"This tool is used for digging and chopping, similar to the pick-axe. It has a long handle and a stout head, which combines an axe blade and an adze. It can also be used as an effective melee weapon.",,pick: 1d12,,,iron,600,40,1200,50,13,standard,FALSE,
weapon,melee weapon,dwarvish short sword,broad short sword,This dwarvish manufactured sword is sturdy and suited to being wielded in the offhand.,,medium blade: 1d7,,,iron,150,10,300,10,2,standard,FALSE,
weapon,melee weapon,elven broadsword,runed broadsword,,,heavy blade: 2d5,,,wood,350,10,700,20,4,standard,FALSE,
weapon,melee weapon,elven short sword,runed short sword,This light blade of elvish manufacture is particularly suited as an offhand weapon.,,medium blade: 1d8,,,wood,150,10,300,15,2,standard,FALSE,
weapon,melee weapon,flail,,,,flail: 1d6+1,,,iron,225,5,450,4,30,standard,FALSE,
weapon,melee weapon,flash staff,mithril staff,,staff:1,staff: 1d6+1,,,mithril,200,50,400,500,2,standard,FALSE,
weapon,melee weapon,gold axe,,,,axe: 1d7,,,gold,300,15,600,64,2,standard,FALSE,
weapon,melee weapon,gold double vajra,,"A long ceremonial scepter with a thunderbolt head at either end, swung two-handed.",,mace: 2d5,,,gold,250,15,500,480,2,standard,FALSE,
weapon,melee weapon,gold flail,,,,flail: 1d6+1,,,gold,225,15,450,32,2,standard,FALSE,
weapon,melee weapon,gold khanda,,"A broad, straight-edged sword of Indian pattern, its hilt guard curved up to protect the knuckles.",,heavy blade: 1d8,,,gold,200,15,400,120,2,standard,FALSE,
weapon,melee weapon,gold labrys,,"A ceremonial double-bitted axe, its twin blades curved like a crescent moon.",,axe: 2d6,,,gold,600,15,1200,320,2,standard,FALSE,
weapon,melee weapon,gold longsword,,,,heavy blade: 1d8,,,gold,200,15,400,120,2,standard,FALSE,
weapon,melee weapon,gold single vajra,,"A short ceremonial scepter cast in the shape of a thunderbolt, wielded as a mace.",,mace: 1d6+1,,,gold,150,15,300,40,2,standard,FALSE,
weapon,melee weapon,gold spade,,"A gilded, flat-bladed digging spade, its edge blunt but its weight considerable.",,club: 1d6,,,gold,150,15,300,40,2,standard,FALSE,
weapon,melee weapon,gold twohanded sword,,,,heavy blade: 1d12,,,gold,400,15,800,400,2,standard,FALSE,
weapon,melee weapon,great dagger,,,,light blade: 1d6,,,iron,100,10,200,20,3,standard,FALSE,
weapon,melee weapon,Grimtooth,,,,light blade: 1d6,,,iron,0,0,50,1200,1,artifact,FALSE,
weapon,melee weapon,heavy hammer,,,,hammer: 2d4+2,,,iron,300,5,600,10,10,standard,FALSE,
